element_type,osmid,leisure,name,geometry,nodes,natural,landuse,name:en,addr:city,addr:postcode,addr:street,access,ward5wknn,index,points,rank,value
node,4635199673,park,Laldighi park,POINT (91.837655 22.3376773),,,,,,,,,0,0,north,2,5.0
way,156280091,park,DC Hill,"POLYGON ((91.8306859 22.3422291, 91.8309589 22.3418104, 91.831508 22.3410095, 91.8317399 22.3406722, 91.8317706 22.3406275, 91.8320611 22.3404922, 91.8321627 22.3404484, 91.8322846 22.3404359, 91.832875 22.3403131, 91.8329084 22.3403061, 91.8330501 22.34009, 91.8332437 22.3397947, 91.8336205 22.3398111, 91.8336424 22.3396207, 91.833399 22.3395659, 91.8336835 22.3389401, 91.8339176 22.3392482, 91.8350495 22.3398734, 91.8352265 22.3401513, 91.8351031 22.340578, 91.8349744 22.340707, 91.834792 22.3407566, 91.8341771 22.3406976, 91.8340785 22.3407913, 91.8342287 22.3411883, 91.8342287 22.3414364, 91.8341268 22.3415902, 91.8338518 22.3416981, 91.8335206 22.3418284, 91.8331574 22.3420524, 91.8330919 22.3423972, 91.8331743 22.3426321, 91.8335958 22.3432964, 91.8336543 22.3434735, 91.833529 22.3435563, 91.8333633 22.3436524, 91.8330486 22.3437473, 91.8328576 22.3438008, 91.8327114 22.3438192, 91.8326158 22.3438236, 91.8325759 22.3438255, 91.8324606 22.3438156, 91.8323605 22.3438041, 91.8322303 22.3437932, 91.8321121 22.3437678, 91.8320386 22.3437585, 91.8319608 22.3437414, 91.8318692 22.3437309, 91.8318312 22.3437175, 91.8316499 22.3436137, 91.831247 22.343221, 91.8306859 22.3422291))","[1685515133, 4634198668, 5377678906, 5835889999, 1685515141, 1685515101, 1685515126, 1685515135, 5835889997, 1685515158, 5835889996, 1685515170, 3398130501, 3398130502, 3398130503, 3398130504, 3398130505, 3398130506, 3398130507, 3398130508, 3398130509, 3398130510, 3398130511, 3398130512, 3398130513, 3398130514, 3398130515, 3398130516, 3398130517, 3398130518, 3398130519, 3398130520, 1685515117, 1685515130, 1685515137, 1685515172, 5835890004, 1685515119, 1685515131, 5835890003, 1685515140, 1685515163, 1685515098, 1685515123, 1685515134, 6130034541, 1685515155, 1685515167, 5835890002, 1685515102, 1685515128, 1685515133]",park,,,,,,,0,0,north,2,5.0
way,231676951,garden,Botanical Garden,"POLYGON ((91.7896524 22.4611338, 91.7909441 22.461186, 91.790994 22.4601358, 91.789653 22.4601157, 91.7896524 22.4611338))","[2400182499, 2400182500, 2400182502, 2400182503, 2400182499]",,,,,,,,0,0,north,2,5.0
way,469332415,park,Neval-2,"POLYGON ((91.8346614 22.3264808, 91.8346122 22.3267047, 91.8343638 22.3266702, 91.8341663 22.3266301, 91.8342176 22.3264756, 91.8339158 22.3264232, 91.8336447 22.3263976, 91.8335766 22.326686, 91.8332887 22.3268807, 91.8331601 22.3268482, 91.8331402 22.326816, 91.8327548 22.3267984, 91.8326703 22.3272638, 91.8321852 22.327273, 91.8321089 22.3279367, 91.8320429 22.3279348, 91.8320678 22.3271428, 91.8321001 22.3270712, 91.8321411 22.3269302, 91.8320866 22.3267405, 91.8322201 22.326749, 91.8322347 22.3266593, 91.8325895 22.3266952, 91.8331901 22.3267636, 91.8332168 22.3267429, 91.8334079 22.3266435, 91.833537 22.3262399, 91.8346614 22.3264808))","[5389624579, 5389652139, 5389624575, 5389652138, 5389652137, 5389624578, 5389652135, 5389652136, 5389624580, 6036034067, 5437967848, 5389624584, 4636790328, 6036034622, 6036034621, 6036034619, 6036034620, 5389624583, 5389680234, 5389652132, 5437967850, 5389680233, 5437967851, 6036035136, 5389652133, 6127971866, 5389680232, 5389624579]",,recreation_ground,,,,,,0,0,north,2,5.0
way,557031625,park,কর্ণফুলী মেরিনার্স পার্ক,"POLYGON ((91.8382053 22.327069, 91.8382911 22.3268028, 91.8408019 22.3270212, 91.8430794 22.3271698, 91.8433125 22.3271164, 91.8443209 22.3272728, 91.8461993 22.3275072, 91.8459858 22.3287641, 91.8439677 22.3282019, 91.8426728 22.3279503, 91.8413334 22.3276778, 91.8412094 22.3276526, 91.8394415 22.3272911, 91.8382829 22.3270829, 91.8382053 22.327069))","[5372610337, 5372610335, 5372610331, 5372610336, 5372610333, 5372610332, 5372610338, 8428771424, 5372610341, 5372610340, 5002941297, 5372610339, 5372610334, 5602244449, 5372610337]",,,Park Beside Marine Drive Road,,,,,0,0,north,2,5.0
way,557033228,park,Laldighi Park,"POLYGON ((91.8376856 22.3386643, 91.8373793 22.3372541, 91.8378268 22.3372164, 91.8382261 22.3374043, 91.8381332 22.3386857, 91.8379247 22.3387807, 91.8376856 22.3386643))","[5372626126, 5372626127, 6134776903, 5372626128, 5372626125, 6134676231, 5372626126]",,,,,,,,0,0,north,2,5.0
way,625900524,park,College Mini Park,"POLYGON ((91.8181013 22.4409666, 91.8184199 22.4410355, 91.8184485 22.4409222, 91.8181299 22.4408533, 91.8181013 22.4409666))","[5909319716, 5909319717, 5909319718, 5909319719, 5909319716]",,,,,,,,0,0,north,2,5.0
way,843540015,park,Chittagong Zoo,"POLYGON ((91.7966717 22.3656343, 91.7966909 22.3656608, 91.7967257 22.3657628, 91.7967061 22.3660645, 91.7966343 22.3663542, 91.7965226 22.3665179, 91.7963341 22.3668703, 91.7962819 22.3671268, 91.7961872 22.3673199, 91.7959164 22.3676277, 91.7950843 22.3673471, 91.7951593 22.3671117, 91.7953127 22.3669035, 91.7955085 22.3665685, 91.7956357 22.3663422, 91.7957859 22.3660796, 91.7958674 22.3657537, 91.7966717 22.3656343))","[9960814304, 7868589510, 7868589495, 7868589496, 7868589497, 7868589498, 7868589499, 7868589500, 7868589501, 7868589502, 7868589503, 7868589504, 7868589505, 7868589506, 7868589507, 7868589508, 7868589509, 9960814304]",,,,Chittagong,4505,Foy's Lake Approach Rd,,0,0,north,2,5.0
way,1174004953,park,Laldighi Field,"POLYGON ((91.8375963 22.3360165, 91.8376789 22.3366495, 91.8384184 22.3367429, 91.8383817 22.3374418, 91.8382072 22.3372493, 91.8379972 22.3371916, 91.8377378 22.3371222, 91.837358 22.3369785, 91.837189 22.3362798, 91.8372863 22.3361156, 91.8375963 22.3360165))","[10908598210, 10908598211, 10908598212, 10908598213, 10908598214, 10908598215, 10908598216, 10908598217, 10908598218, 10908598219, 10908598210]",,,,,,,yes,0,0,north,2,5.0
