element_type,osmid,amenity,name,geometry,wikidata,addr:city,addr:district,building,name:en,website,operator,building:levels,name:bn,wikipedia,addr:postcode,addr:street,level,name:ur,wikimedia_commons,addr:housenumber,opening_hours,nodes,designation,office,addr:housename,internet_access,source,access,surface,area,operator:type,religion,grades,ways,type,ward5wknn,index,points,rank,value
node,4380381358,school,D.B. Institution,POINT (91.8305037 22.3397077),,chittagong,,,,,,,,,4000,Enayet Bazar Road,2,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,4634163426,college,Govt. City College,POINT (91.8314852 22.332357),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,4634198681,school,Chittagong Grammar School,POINT (91.8308039 22.3541537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,4634198682,school,,POINT (91.8293716 22.3518764),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,4634235829,school,Islamia Degree College,POINT (91.8301999 22.3285818),,,,,,,,,,,,,,اسلامیہ ڈگری کالج,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,4635199678,library,Chittagong City Corporation Public Library,POINT (91.8379176 22.337411),Q114246676,,,,,,,,,bn:চট্টগ্রাম সিটি কর্পোরেশন পাবলিক লাইব্রেরি,,,,,File:Chittagong City Corporation Public Library gate 3.jpg,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,4635199681,library,Chattogram Muslim Institute Hall & Cultural Complex,POINT (91.8340591 22.3377369),,,,,,,,,,,,KC Dey Road,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,4636949751,kindergarten,Monohorkhali Port R/A Primary School,POINT (91.8327861 22.3271279),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,4636969737,kindergarten,Sunrise Pre Cadet School,POINT (91.8320257 22.3284924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,4636986421,university,Charukola,POINT (91.8272862 22.3551493),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,4636992605,school,Ideal School and College,POINT (91.834766 22.3495296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,4659476153,school,HCPSC Ground,POINT (91.7815115 22.3403727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,4744295223,school,,POINT (91.8288575 22.3167837),,,,,Bangladesh Marine Fisheries Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,5105441325,school,,POINT (91.7805412 22.2863852),,,,,BEPZA School,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,5136889741,school,Bangladesh Bank Colony High School,POINT (91.8032558 22.3244373),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,5136889742,school,Hatey Khari High School & College,POINT (91.8021841 22.3234485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,5896946987,college,,POINT (91.8371114 22.3572962),,,,,UDVASH,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,5896946989,school,,POINT (91.7850141 22.28401),,,,,South Halishahar School,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,5896947188,college,,POINT (91.7843688 22.2836696),,,,,Math Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,6132026705,school,Gunners English School,POINT (91.7802908 22.3369733),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,6132039507,school,Shaheed LT.G.M. Musfique Bir Uttam High School.,POINT (91.7837545 22.330723),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,6134243071,college,"Chattogram Port School and College Playground, Port Colony Rd, Chattogram",POINT (91.7946075 22.315244),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,6134400343,school,Ghasful Primary School,POINT (91.791949 22.3208251),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,6134403815,college,Chittagong Bandar Mahila College,POINT (91.7914667 22.3199851),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,6134656414,college,Agrabad Women's College,POINT (91.7998034 22.3251831),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,6134656415,school,Agrabad Girls' High School,POINT (91.8002962 22.3252248),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,6149783285,school,,POINT (91.8200213 22.3383968),,,,,"Railway Public High School, Chittagong",,,,,,,"Mohammad Yusuf Chowdhury Rd, Chittagong, Ban",,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,6161092885,school,,POINT (91.8268043 22.3495378),,,,,Kazir Dewri Balika Shorkari Prathomik Biddaloy,,,,,,,"Kazir Dewri, Chittagong",,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,6161093485,school,,POINT (91.8274487 22.3502908),,,,,Kazir Dewri Balok Shorkari Prathomik Biddaloy,,,,,,,"Kazir Dewri, Chittagong",,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,6444051491,school,,POINT (91.7912703 22.3313289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,6744628299,library,RSL Library and Stationary,POINT (91.7822083 22.3408939),,,,,,,,,,,,Artillery Road,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,7047482186,kindergarten,,POINT (91.7878298 22.336187),,,,,Sundrop Grammar,,,,,,4216,Road 1,,,,21,Su-Th 07:30-14:00,,,,,,,,,,,,,,,2,5,north,5,3.12
node,9844355516,college,Enayet Bazar Mohila College,POINT (91.8296494 22.3415078),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11207497360,school,"Bengali Department, University of Chittagong, Sagorika Chowrasta More, Alonkar, Pahartali, Chattogram",POINT (91.7823522 22.3568958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11217514327,school,Ananda Pathshala,POINT (91.7773337 22.3415737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11217559280,school,"Halishahar B Block Primary School, Halisohor Housing Estate, Chattogram",POINT (91.7771784 22.3377331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11217578789,school,"Amader Shopnokuri School, Halisohor Housing Estate, Chattogram",POINT (91.7762804 22.3365766),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11217588970,school,হালিশহর হাউজিং এস্টেট উচ্চ বিদ্যালয়,POINT (91.7754864 22.336656),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11221692746,school,"LATIF IDEAL SCHOOL, Plot 1, Block H west Ferozshah, Akbarshah, Chattogram",POINT (91.7834166 22.3571904),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11247447887,school,"Midcity Model School, Loharpool Rd, Chattogram",POINT (91.7851824 22.3496426),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11247470036,school,"Hazi Abdul Ali Govt. School, Satkaniya Road Head, Chattogram",POINT (91.7832866 22.3540148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11247473455,school,Al-Madani Public School,POINT (91.7816863 22.3555276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11247487742,school,"Saraipara Ideal School & College, Loharpool Road, masjid er pashe, Chattogram",POINT (91.7825968 22.3528991),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11247488006,school,"Al-Madani Public School, Sagorika Rd, Chattogram",POINT (91.781733 22.3557846),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11247540750,school,"Pathshala Pre-school, Green View Residential Area, Chattogram",POINT (91.7861796 22.3467958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11247604555,school,,POINT (91.7870298 22.3430723),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11250365137,driving_school,Stunzr Driving School,POINT (91.788542 22.3343695),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11254328984,school,"Cambrian School And College - Halishahar Chittagong, Block-G, Plot-4, Lane, 4 Road No.2, Chattogram",POINT (91.7885575 22.3311243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
node,11254422599,school,"Bangladesh Railway Govt. High School, Port Connecting Rd, Chattogram",POINT (91.7906231 22.3253028),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,north,5,3.12
