,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km
0,588,1483,5.04421768707483,125058.09200000003,84.32777612946732,2.8860544217687076,"{0: 0, 1: 70, 2: 1, 3: 445, 4: 70, 5: 2}","{0: 0.0, 1: 0.11904761904761904, 2: 0.0017006802721088435, 3: 0.7568027210884354, 4: 0.11904761904761904, 5: 0.003401360544217687}",518,68621.16499999996,788,87.08269670050757,1.0938029481416762,0.0012690355329949238,117.69591594949469,103.68449738407865,25032.0181714901,13735.426646592521
