,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km
0,1074,2523,4.698324022346369,377285.906,149.53860721363458,2.5595903165735567,"{0: 0, 1: 284, 2: 4, 3: 687, 4: 99}","{0: 0.0, 1: 0.2644320297951583, 2: 0.0037243947858473, 3: 0.6396648044692738, 4: 0.09217877094972067}",790,206435.42600000004,1353,152.57607243163343,1.0655469553194017,0.0,22.57432946996924,16.604953706960615,7930.145573947714,4339.051509122398
