,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km
0,486,1254,5.160493827160494,122843.6870000001,97.96147288676245,2.730452674897119,"{0: 0, 1: 91, 2: 0, 3: 344, 4: 51}","{0: 0.0, 1: 0.18724279835390947, 2: 0.0, 3: 0.7078189300411523, 4: 0.10493827160493827}",395,64286.11499999999,641,100.29035101404055,1.0671999652472344,0.0,55.62462925929399,45.20931801938503,14059.947625966583,7357.801056369008
