,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km
0,1938,4547,4.692466460268318,599186.6780000019,131.7762652298223,2.4654282765737876,"{0: 0, 1: 585, 2: 1, 3: 1217, 4: 135}","{0: 0.0, 1: 0.3018575851393189, 2: 0.0005159958720330237, 3: 0.6279669762641898, 4: 0.0696594427244582}",1353,315222.0199999996,2346,134.36573742540477,1.0989806580409403,0.0,21.58275536067287,15.067836946847468,6672.909951830913,3510.5055428055325
