,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km
0,461,1078,4.676789587852495,137525.088,127.57429313543598,2.561822125813449,"{0: 0, 1: 114, 2: 2, 3: 317, 4: 28}","{0: 0.0, 1: 0.2472885032537961, 2: 0.004338394793926247, 3: 0.6876355748373102, 4: 0.06073752711496746}",347,74978.665,552,135.83091485507245,1.0558665449556686,0.0,40.1445352152577,30.21725318805731,11975.880126241676,6529.248714719109
